Time [JD],Time [UTC],Tag,Mass [kg],posx [code],posy [code],posz [code],velx [code],vely [code],velz [code],accx [code],accy [code],accz [code]
2445702.5,1984-01-03,10,721.9,46223800.468149155,-289133531.8346761,-45738760.93315742,1826952.2624033608,1212079.3143462942,-191842.12360107782,-1721.910528629813,10915.592120824595,1737.4419014919772
2445703.5,1984-01-04,10,721.9,48049877.75965443,-287915986.3270873,-45929730.57394237,1825188.2326734737,1223020.0567935293,-190093.39101325377,-1806.4058003768039,10965.77096194593,1760.0487965861446
2445704.5,1984-01-05,10,721.9,49874148.55976537,-286687475.05139285,-46118940.146089755,1823339.0651546675,1234010.785185078,-188321.95389113724,-1892.1878684872252,11015.55865506776,1782.8505189503164
2445705.5,1984-01-06,10,721.9,51696527.08548035,-285447948.22112924,-46306366.84781045,1821403.4676276934,1245051.0966200081,-186527.6178923058,-1979.2675132017603,11064.93157734685,1805.8460706763594
2445706.5,1984-01-07,10,721.9,53516926.25623134,-284197356.464644,-46491987.68349282,1819380.1372230283,1256140.5642780047,-184710.1897353392,-2067.655250936807,11113.865511957916,1829.0343267959431
2445707.5,1984-01-08,10,721.9,55335257.68336867,-282935650.84931326,-46675779.46482796,1817267.7606941443,1267278.7368223805,-182869.4773290695,-2157.36131527737,11162.335642152184,1852.4140308897852
2445708.5,1984-01-09,10,721.9,57151431.659928665,-281662782.90635884,-46857718.81206645,1815065.0147100962,1278465.1377973333,-181005.28990625692,-2248.395637350796,11210.316545696702,1875.9837906277237
2445709.5,1984-01-10,10,721.9,58965357.150703825,-280378704.65627116,-47037782.15541094,1812770.5661680475,1289699.2650198443,-179117.43816175914,-2340.7678255759884,11257.782189724514,1899.7420732425053
2445710.5,1984-01-11,10,721.9,60776941.782635726,-279083368.6348425,-47215945.736549266,1810383.0725263606,1300980.589966643,-177205.73439525842,-2434.4871447837654,11304.70592602696,1923.687200940559
2445711.5,1984-01-12,10,721.9,62586091.83555158,-277776727.9198157,-47392185.61033256,1807901.1821588841,1312308.5571566976,-175269.99265860821,-2529.5624947050046,11351.060486820246,1947.817346253275
2445712.5,1984-01-13,10,721.9,64392712.23326592,-276458736.15815234,-47566477.646603025,1805323.534731068,1323682.5835297243,-173310.0289078567,-2626.002387824197,11396.817981019565,1972.1305273327407
2445713.5,1984-01-14,10,721.9,66196706.5350696,-275129347.5939241,-47738797.53217611,1802648.761598544,1335102.0578212338,-171325.6611600005,-2723.8149265974994,11441.949891055341,1996.6246031962085
2445714.5,1984-01-15,10,721.9,67997976.92762886,-273788517.09683084,-47909120.77298183,1799875.486228806,1346566.339934683,-169316.70965451797,-2823.0077800354097,11486.427070267036,2021.2972689239555
2445715.5,1984-01-16,10,721.9,69796424.2173179,-272436200.19134754,-48077422.696370035,1797002.3246466243,1358074.7603113211,-167282.99701972565,-2923.588159651605,11530.219740911303,2046.1460508156065
2445716.5,1984-01-17,10,721.9,71591947.82300895,-271072353.08650213,-48243678.45358443,1794027.885903828,1369626.619298368,-165224.34844399738,-3025.562794781037,11573.297492822032,2071.1683015103818
2445717.5,1984-01-18,10,721.9,73384445.76934472,-269696932.70628613,-48407863.02241031,1790950.7725740822,1381221.1865161918,-163140.5918518785,-3128.9379072717397,11615.629282761249,2096.3611950771665
2445718.5,1984-01-19,10,721.9,75173814.68051812,-268309896.72069788,-48569951.21000079,1787769.581273284,1392857.700225201,-161031.55808512284,-3233.719185556597,11657.183434500566,2121.7217220807406
2445719.5,1984-01-20,10,721.9,76959949.77458571,-266911203.57741898,-48729917.65588664,1784482.9032061952,1404535.3666931982,-158897.08108867268,-3339.9117581129676,11697.927639673975,2147.2466846309508
2445720.5,1984-01-21,10,721.9,78742744.85834098,-265500812.53412274,-48887736.835174516,1781089.324739917,1416253.3595639903,-156736.9981015951,-3447.520166319927,11737.828959443805,2172.932691422091
2445721.5,1984-01-22,10,721.9,80522092.32277486,-264078683.69141296,-49043383.06193859,1777587.4280048031,1428010.8192280869,-154551.14985298095,-3556.548336724798,11776.853827022303,2198.7761527702223
2445722.5,1984-01-23,10,721.9,82297883.1391511,-262644778.02639076,-49196830.49281064,1773975.7915233988,1439806.8521963672,-152339.38076280415,-3666.9995527327546,11814.968051092414,2224.7732756566706
2445723.5,1984-01-24,10,721.9,84070006.85572477,-261199057.42684582,-49348053.13077337,1770252.990867971,1451640.5304776344,-150101.5391477311,-3778.8764257353205,11852.136820171878,2250.920058786453
2445724.5,1984-01-25,10,721.9,85838351.5951329,-259741484.72606754,-49497024.829162136,1766417.599347183,1463510.8909610244,-147837.47743186032,-3892.180865695937,11888.324707965523,2277.2122876708636
2445725.5,1984-01-26,10,721.9,87602804.05248658,-258272023.73827133,-49643719.295879714,1762468.1887224496,1475416.9348042791,-145547.0523623637,-4006.91405121313,11923.49567975135,2303.645529744054
2445726.5,1984-01-27,10,721.9,89363249.4941944,-256790639.29463282,-49788110.097829275,1758403.3299544782,1487357.6268289413,-143230.1252299901,-4123.0763990842215,11957.613099846285,2330.2151295238855
2445727.5,1984-01-28,10,721.9,91119571.75754781,-255297297.27992332,-49930170.6655702,1754221.5939804881,1499331.894923575,-140886.56209438154,-4240.667533395164,11990.639740198112,2356.9162038279756
2445728.5,1984-01-29,10,721.9,92871653.25109917,-253791964.66973737,-50069874.29820162,1749921.5525225657,1511338.6294561585,-138516.23401414123,-4359.686254164761,12022.537790150362,2383.743637056325
2445729.5,1984-01-30,10,721.9,94619374.95586395,-252274609.56830284,-50207194.16847837,1745501.7789275844,1523376.6826968489,-136119.01728158086,-4480.13050557433,12053.268867427036,2410.6920765525547
2445730.5,1984-01-31,10,721.9,96362616.42737877,-250745201.2468626,-50342103.328163974,1740960.8490390913,1535444.86825236,-133694.7936620626,-4601.997343816732,12082.794030384184,2437.7559280562577
2445731.5,1984-02-01,10,721.9,98101255.7986475,-249203710.1826154,-50474574.71362526,1736297.3421015178,1547541.960513245,-131243.45063783758,-4725.282904601789,12111.073791575423,2464.929351259615
2445732.5,1984-02-02,10,721.9,99835169.78400777,-247650108.09820268,-50604581.15167299,1731509.8416970442,1559666.69411542,-128764.88165627036,-4849.982370358047,12138.06813267798,2492.2062554819545
2445733.5,1984-02-03,10,721.9,101564233.68395099,-246084368.00172582,-50732095.36565288,1726596.9367153936,1571817.763417313,-126258.98638232426,-4976.089937174257,12163.736520825778,2519.580295476462
2445734.5,1984-02-04,10,721.9,103288321.39092846,-244506464.2272781,-50857089.98179116,1721557.2223567984,1583993.8219940695,-123725.67095516779,-5103.598781526988,12188.037926395373,2547.04486738389
2445735.5,1984-02-05,10,721.9,105007305.39617735,-242916372.4759732,-50979537.53579874,1716389.3011683258,1596193.4821502867,-121164.8482487478,-5232.501026844382,12210.930842289912,2574.5931048485772
2445736.5,1984-02-06,10,721.9,106721056.79759961,-241314069.85745102,-51099410.47973786,1711091.7841137005,1608415.314452801,-118576.43813615915,-5362.78770995933,12232.37330476536,2602.2178753126964
2445737.5,1984-02-07,10,721.9,108429445.30872756,-239699534.93184033,-51216681.18915495,1705663.2916767055,1620657.84728509,-115960.36775762429,-5494.4487475089845,12252.322915842258,2629.911776505146
2445738.5,1984-02-08,10,721.9,110132339.26880963,-238072747.75215507,-51331321.97048316,1700102.4549981882,1632919.566424896,-113316.57179187993,-5627.472902341027,12270.736867344744,2657.6671331420257
2445739.5,1984-02-09,10,721.9,111829605.65404992,-236433689.9071011,-51443305.06871792,1694407.9170466298,1645198.9146467187,-110644.99273075043,-5761.847749990788,12287.571966607356,2685.475993856128
2445740.5,1984-02-10,10,721.9,113521110.09003507,-234782344.56426725,-51552602.67536855,1688578.333822176,1657494.291350865,-107945.58115666988,-5897.559645296931,12302.784663888038,2713.3301283733513
2445741.5,1984-02-11,10,721.9,115206716.86538182,-233118696.5136732,-51659186.93668875,1682612.375593953,1669804.0522207806,-105218.29602289705,-6034.593689227252,12316.33108152418,2741.2210249544096
2445742.5,1984-02-12,10,721.9,116886288.94663845,-231442732.21164525,-51763029.96218859,1676508.7281704242,1682126.5089104222,-102463.10493614827,-6172.933695989666,12328.167044865875,2769.139888120595
2445743.5,1984-02-13,10,721.9,118559687.99447289,-229754439.82498896,-51864103.83343013,1670266.0942024605,1694459.9287634662,-99679.98444135499,-6312.562160507376,12338.248115018372,2797.077636682777
2445744.5,1984-02-14,10,721.9,120226774.38118021,-228053809.2754259,-51962380.61310883,1663883.19451872,1706802.5345661757,-96868.92030823257,-6453.460226340789,12346.529623422768,2825.0249020931515
2445745.5,1984-02-15,10,721.9,121887407.20954134,-226340832.28425986,-52057832.35442223,1657358.7694928492,1719152.504335779,-94029.9078193282,-6595.607654142595,12352.966708301054,2852.9720271395713
2445746.5,1984-02-16,10,721.9,123541444.3330647,-224615502.41723618,-52150431.11072729,1650691.5804419252,1731507.971146235,-91162.9520591949,-6738.982790735898,12357.51435298813,2880.9090650025482
2445747.5,1984-02-17,10,721.9,125188742.37764168,-222877815.12955594,-52240148.945487306,1643880.4110554706,1743867.022993282,-88268.06820431899,-6883.56253890905,12360.127426170026,2908.82577869525
2445748.5,1984-02-18,10,721.9,126829156.76464596,-221127767.81100455,-52326957.942509,1636924.0688542768,1756227.7027006848,-85345.28181340786,-7029.32232802427,12360.760724043312,2936.7116409069627
2445749.5,1984-02-19,10,721.9,128462541.73550639,-219365359.83115268,-52410830.21646987,1629821.3866781709,1768588.007869607,-82394.62911762409,-7176.236085540505,12359.369014406755,2964.5558342705913
2445750.5,1984-02-20,10,721.9,130088750.37778153,-217590592.58458546,-52491737.92373555,1622571.2242017605,1780945.8908730436,-79416.15731033174,-7324.276209554414,12355.907082691572,2992.347252074847
2445751.5,1984-02-21,10,721.9,131707634.6527636,-215803469.536114,-52569653.273466565,1615172.469477086,1793299.258897255,-76409.9248358997,-7473.413542466391,12350.32977993179,3020.074499441678
2445752.5,1984-02-22,10,721.9,133319045.42463806,-214003996.2659211,-52644548.539013125,1607624.040502,1805645.9740321406,-73376.00167708674,-7623.617345881609,12342.592072671101,3047.7258949894945
2445753.5,1984-02-23,10,721.9,134922832.49122375,-212192180.5145912,-52716396.06959645,1599924.8868129803,1817983.8534124843,-70314.46964051202,-7774.855276858789,12332.649094797172,3075.2894730024736
2445754.5,1984-02-24,10,721.9,136518844.61631766,-210368032.22797307,-52785168.302274376,1592073.9911009779,1830310.6694119927,-67225.4226396952,-7927.093365622073,12320.456201288403,3102.7529861260396
2445755.5,1984-02-25,10,721.9,138106929.56366634,-208531563.60182118,-52850837.77418856,1584070.3708487698,1842624.1498920284,-64108.966975129864,-8080.295994853638,12305.96902385224,3130.103908608231
2445756.5,1984-02-26,10,721.9,139686934.13258475,-206682789.12616006,-52913377.13509006,1575913.0799881823,1854921.978506918,-60965.221610834735,-8234.42588068678,12289.1435284276,3157.329440106282
2445757.5,1984-02-27,10,721.9,141258704.19524157,-204821725.6293145,-52972759.16013942,1567601.210575421,1867201.7950676803,-57794.31844680806,-8389.444055521031,12269.936074517458,3184.4165100771547
2445758.5,1984-02-28,10,721.9,142822084.73562807,-202948392.32154602,-53028956.76297699,1559133.894482626,1879461.1959659865,-54596.40258679198,-8545.309852782239,12248.303476310351,3211.3517827701953
2445759.5,1984-02-29,10,721.9,144376919.89022586,-201062810.83823434,-53081943.00905835,1550510.305103642,1891697.7346601188,-51371.632600736055,-8701.980893751685,12224.203065542686,3238.1216628393277
2445760.5,1984-03-01,10,721.9,145923052.99038652,-199165005.28254142,-53131691.12924931,1541729.6590718748,1903908.922224639,-48120.180781331954,-8859.413076589026,12197.592756045966,3264.7123015913585
2445761.5,1984-03-02,10,721.9,147460326.60643443,-197255002.26749322,-53178174.53367421,1532791.2179879781,1916092.227965422,-44842.233393975286,-9017.560567674214,12168.431109915357,3291.1096038860546
2445762.5,1984-03-03,10,721.9,148988582.593501,-195332830.9574129,-53221366.82581061,1523694.2901549863,1928245.080101641,-41537.99091949542,-9176.375795393296,12136.677405228094,3317.29923570255
2445763.5,1984-03-04,10,721.9,150507662.13909674,-193398523.10863817,-53261241.81682284,1514438.2323183892,1940364.8665162136,-38207.6682889801,-9335.80944649261,12102.291705232064,3343.2666323855324
2445764.5,1984-03-05,10,721.9,152017405.8124249,-191452113.10945323,-53297773.54012612,1505022.451408518,1952448.9355761395,-34851.49511000882,-9495.810465124627,12065.234928916387,3368.99700758329
2445765.5,1984-03-06,10,721.9,153517653.61543748,-189493638.0191649,-53330936.26617232,1495446.4062824892,1964494.597024058,-31469.71588359766,-9656.326054707248,12025.468922867562,3394.4753628883777
2445766.5,1984-03-07,10,721.9,155008245.03563163,-187523137.60625103,-53360704.51744773,1485709.6094628347,1976499.1229422663,-28062.59021114813,-9817.301682716203,11982.956534305902,3419.6864981900576
2445767.5,1984-03-08,10,721.9,156489019.1005819,-185540654.38550827,-53387053.083672516,1475811.6288698232,1988459.7487903172,-24630.392990684333,-9978.681088527517,11937.661685188441,3444.615022746077
2445768.5,1984-03-09,10,721.9,157959814.43420053,-183546233.65412498,-53409957.03719069,1465752.0895443684,2000373.674517206,-21173.414601655935,-10140.406294423772,11889.549447255662,3469.245366979562
2445769.5,1984-03-10,10,721.9,159420469.31471413,-181539923.52660418,-53429391.74853893,1455530.6753583036,2012238.0657490217,-17691.961077579745,-10302.417619874084,11838.586117890723,3493.5617950049373
2445770.5,1984-03-11,10,721.9,160870821.73434347,-179521774.96846104,-53445332.902181625,1445147.1307086963,2024050.0550528113,-14186.354265789645,-10464.653699193166,11784.73929665101,3517.5484178847655
2445771.5,1984-03-12,10,721.9,162310709.46066788,-177491841.8286179,-53457756.5123989,1434601.262192773,2035806.7432772494,-10656.931973563827,-10627.051502679858,11727.977962323503,3541.1892076173503
2445772.5,1984-03-13,10,721.9,163739970.09965342,-175450180.87042022,-53466638.939313695,1423892.940259927,2047505.2009705636,-7104.048099899537,-10789.54636132967,11668.27255034658,3564.4680118526926
2445773.5,1984-03-14,10,721.9,165158441.16032022,-173396851.80119565,-53471956.905043125,1413022.1008371916,2059142.4698759993,-3528.072752209085,-10952.071995209584,11605.595030432904,3587.3685693321527
2445774.5,1984-03-15,10,721.9,166565960.1210204,-171331917.30027905,-53473687.50995867,1401988.7469244734,2070715.564504936,70.60765278323379,-11114.560545576158,11539.918984219821,3609.8745260447354
2445775.5,1984-03-16,10,721.9,167962364.49729455,-169255443.0454254,-53471808.2490391,1390792.9501557683,2082221.473787597,3691.5903046553653,-11276.942610810152,11471.219682765686,3631.9694520904727
2445776.5,1984-03-17,10,721.9,169347491.9112708,-167167497.73753327,-53466297.02829923,1379434.8523225074,2093657.1628010974,7334.45593211407,-11439.147286232545,11399.474163703482,3653.6368592388685
2445777.5,1984-03-18,10,721.9,170721180.16256672,-165068153.12360203,-53457132.18127692,1367914.666855127,2105019.574574398,10998.768753721617,-11601.102207857002,11324.66130785489,3674.860219167572
2445778.5,1984-03-19,10,721.9,172083267.3006502,-162957484.01784554,-53444292.48556018,1356232.6802588995,2116305.6319695166,14684.076447194286,-11762.733600124611,11246.76191510252,3695.62298236402
2445779.5,1984-03-20,10,721.9,173433591.6986117,-160835568.32088712,-53427757.17933537,1344389.2535000255,2127512.2396381567,18389.91013792547,-11923.966327654922,11165.758779309946,3715.908597669677
2445780.5,1984-03-21,10,721.9,174771992.12829596,-158702487.03696045,-53407505.97793701,1332384.8233379598,2138636.286052687,22115.784407364597,-12084.723951036449,11081.636762073975,3735.70053244376
2445781.5,1984-03-22,10,721.9,176098307.83673745,-156558324.28904298,-53383519.09037904,1320219.903599922,2149674.6456102,25861.197321858293,-12244.928786667395,10994.382865087817,3754.982293320339
2445782.5,1984-03-23,10,721.9,177412378.62383994,-154403167.33184922,-53355777.235846736,1307895.0863935438,2160624.180808144,29625.630482532855,-12404.501970644698,10903.986300888762,3773.7374475295987
2445783.5,1984-03-24,10,721.9,178714044.9212358,-152237106.5626134,-53324261.66012807,1295411.0432536055,2171481.7444898034,33408.5490967662,-12563.363526686297,10810.438561759605,3791.949644750975
2445784.5,1984-03-25,10,721.9,180003147.87225762,-150060235.52959257,-53288954.15196248,1282768.526218846,2182244.1821576552,37209.40207176384,-12721.43243805796,10713.733486549696,3809.6026394626265
2445785.5,1984-03-26,10,721.9,181279529.41294995,-147872650.93822318,-53249837.059284896,1269968.3688348567,2192908.334352417,41027.622130716525,-12878.626723462534,10613.867325179262,3826.680313748796
2445786.5,1984-03-27,10,721.9,182543032.3540453,-145674452.6548669,-53206893.30534209,1257011.4870791235,2203471.0390953426,44862.625951976996,-13034.86351683526,10510.838800589301,3843.166700523488
2445787.5,1984-03-28,10,721.9,183793500.46382472,-143465743.70808354,-53160106.40465819,1243898.880204347,2213929.1343910964,48713.814331650676,-13190.059150974477,10404.649167898893,3859.0460071259795
2445788.5,1984-03-29,10,721.9,185030778.55177918,-141246630.2873721,-53109460.47882574,1230631.6314962427,2224279.4607882933,52580.57236994898,-13344.129244922557,10295.302270532799,3874.302639240893
2445789.5,1984-03-30,10,721.9,186254712.55298442,-139017221.73932362,-53054940.27209841,1217210.9089421236,2234518.863994561,56462.26968160533,-13496.988794996867,10182.804593083893,3888.921225092932
2445790.5,1984-03-31,10,721.9,187465149.61309838,-136777630.5611332,-52996531.16676113,1203637.9658066693,2244644.197542739,60358.260630602716,-13648.552269355554,10067.165310678136,3902.886639863838
2445791.5,1984-04-01,10,721.9,188661938.17388645,-134527972.39142174,-52934219.19825331,1189914.1411114123,2254652.325504603,64267.88458940802,-13798.733705967104,9948.396334613624,3916.184030276785
2445792.5,1984-04-02,10,721.9,189844928.05917674,-132268365.99832176,-52867991.07002044,1176040.8600146112,2264540.125248275,68190.46622285205,-13947.446813836912,9826.512354049146,3928.798839290879
2445793.5,1984-04-03,10,721.9,191013970.56114396,-129998933.26478563,-52797834.16806948,1162019.634088332,2274304.490235266,72125.31579673594,-14094.605077328784,9701.530873525013,3940.716830846673
2445794.5,1984-04-04,10,721.9,192168918.5268179,-127719799.17107879,-52723736.575203314,1147852.0614897332,2283942.332852859,76071.72951118449,-14240.12186340307,9573.472246104397,3951.9241146012305
2445795.5,1984-04-05,10,721.9,193309626.44470894,-125431091.77442464,-52645687.0849094,1133539.8270237306,2293450.5872773738,80028.98985870415,-14383.910531577762,9442.359701931942,3962.4071705895385
2445796.5,1984-04-06,10,721.9,194435950.53144097,-123132942.18577285,-52563675.21487815,1119084.7020944273,2302826.212363609,83996.36600683993,-14525.884546403728,9308.219372015361,3972.1528737474164
2445797.5,1984-04-07,10,721.9,195547748.81827903,-120825484.54366697,-52477691.220126346,1104488.5445428987,2312066.19455561,87973.11420525929,-14665.95759223039,9171.08030704573,3981.1485182294828
2445798.5,1984-04-08,10,721.9,196644881.23743692,-118508855.98519288,-52387726.105701394,1089753.298369165,2321167.5508136996,91958.47821702439,-14804.043690023793,9030.974491083733,3989.381841454613
2445799.5,1984-04-09,10,721.9,197727209.70804825,-116183196.61399408,-52293771.63894234,1074880.9933364224,2330127.3315525656,95951.68977374588,-14940.057315985465,8887.93684995127,3996.8410478102087
2445800.5,1984-04-10,10,721.9,198794598.221682,-113848649.46534573,-52195820.3612739,1059873.7444558602,2338942.62358503,99951.96905424232,-15073.913521707163,8742.005254181555,4003.5148319458767
2445801.5,1984-04-11,10,721.9,199846912.92728263,-111505360.4682843,-52093865.59951033,1044733.7513506705,2347610.5530659934,103958.52518625969,-15205.528055584766,8593.220516395342,4009.3924015867533
2445802.5,1984-04-12,10,721.9,200884022.2154133,-109153478.40479554,-51987901.476646185,1029463.2974981285,2356128.2884309185,107970.5567707357,-15334.817485202742,8441.62638298662,4014.4634997963963
2445803.5,1984-04-13,10,721.9,201905796.80167997,-106793154.86606914,-51877922.922111854,1014064.7493489266,2364493.0433231145,111987.25242802333,-15461.69932039047,8287.2695200175,4018.718426619407
2445804.5,1984-04-14,10,721.9,202912109.809213,-104424544.20583397,-51763925.6814721,998540.5553232399,2372702.0795039856,116007.7913654188,-15586.092136642137,8130.19949323977,4022.148060034368
2445805.5,1984-04-15,10,721.9,203902836.85008335,-102047803.4907943,-51645906.32554675,982893.2446833185,2380752.709740335,120031.34396526954,-15707.915698583634,7970.4687421786075,4024.743876148399
2445806.5,1984-04-16,10,721.9,204877856.10552943,-99663092.44819245,-51523862.258933306,967125.4262827211,2388642.3006627676,124057.07239287022,-15827.091083162632,7808.132548233206,4026.497968565782
2445807.5,1984-04-17,10,721.9,205837048.40487182,-97270573.41053006,-51397791.72791213,951239.7871926298,2396368.275589188,128084.13122328743,-15943.540802232086,7643.24899676868,4027.403066864492
2445808.5,1984-04-18,10,721.9,206780297.30299318,-94870411.25748591,-51267693.82771572,935239.0912060209,2403928.1173073845,132111.66808618867,-16057.188924192835,7475.878933193827,4027.452554116141
2445809.5,1984-04-19,10,721.9,207707489.15626156,-92462773.35507396,-51133568.509144545,919126.1772208003,2411319.3708106857,136138.8243276876,-16167.961194357635,7306.085913040309,4026.6404833870215
2445810.5,1984-04-20,10,721.9,208618513.196777,-90047829.49209177,-50995416.58451299,902903.957503351,2418539.6459807167,140164.7356881563,-16275.78515369702,7133.936146079667,4024.961593160139
2445811.5,1984-04-21,10,721.9,209513261.6048226,-87625751.81391516,-50853239.732909955,886575.415834283,2425586.6202113084,144188.5329948971,-16380.590255627152,6959.498434536196,4022.411321620993
2445812.5,1984-04-22,10,721.9,210391629.57940343,-85196714.75370067,-50707040.504759796,870143.6055385105,2432458.0409677015,148209.3428685095,-16482.30798050067,6782.844105475141,4018.9858197526664
2445813.5,1984-04-23,10,721.9,211253515.40675846,-82760894.96106373,-50556822.32567063,853611.6474021242,2439151.7282752665,152226.28844173622,-16580.871947464195,6604.046937467374,4014.6819631892085
2445814.5,1984-04-24,10,721.9,212098820.5267341,-80318471.22830561,-50402589.49955803,836982.7274788572,2445665.577132076,156238.49008952244,-16676.218023350368,6423.183081653126,4009.4973627797935
2445815.5,1984-04-25,10,721.9,212927449.59691027,-77869624.4142683,-50244347.2110336,820260.0947892737,2451997.5598397967,160245.06616897677,-16768.284428277733,6240.330977348769,4003.4303738199587
2445816.5,1984-04-26,10,721.9,213739310.5543733,-75414537.36590144,-50082101.527049206,803447.0589161348,2458145.728247527,164245.13376788073,-16857.011837639126,6055.571262361611,3996.4801039103463
2445817.5,1984-04-27,10,721.9,214534314.67503402,-72953394.83763123,-49915859.39778903,786546.9874997064,2464108.215903377,168237.80946035648,-16942.343480167827,5868.986678198312,3988.6464194076925
2445818.5,1984-04-28,10,721.9,215312376.63039276,-70486383.40862592,-49745628.656802915,769563.303637086,2469883.240108789,172222.21006826893,-17024.225231780878,5680.6619703724145,3979.9299504372557
2445819.5,1984-04-29,10,721.9,216073414.54165745,-68013691.39805768,-49571418.02037608,752499.4831899125,2475469.1038708026,176197.45342691048,-17102.605704910715,5490.683784036091,3970.3320944407283
2445820.5,1984-04-30,10,721.9,216817350.03112558,-65535508.77846506,-49393237.08613163,735359.0520051153,2480864.197747714,180162.65915349263,-17177.436333049227,5299.140555179508,3959.855018238454
2445821.5,1984-05-01,10,721.9,217544108.2707454,-63052027.08732495,-49211096.330863774,718145.5830536173,2486067.001583824,184116.94941695046,-17248.671450242862,5106.122397659113,3948.501658589862
2445822.5,1984-05-02,10,721.9,218253618.0277771,-60563439.336946905,-49025007.1076012,700862.6934921682,2491076.0861292407,188059.44970755203,-17316.268365292868,4911.720986332634,3936.275721241141
2445823.5,1984-05-03,10,721.9,218945811.70747948,-58069939.92280679,-48834981.641901605,683514.0416537179,2495890.114540989,191989.2896047966,-17380.187430432085,4716.029436594355,3923.1816784544894
2445824.5,1984-05-04,10,721.9,219620625.3927537,-55571724.530440025,-48641033.02737977,666103.3239719607,2500507.8437619805,195905.6035420828,-17440.392104267296,4519.142180618386,3909.224765018463
2445825.5,1984-05-05,10,721.9,220277998.88068098,-53068990.04101827,-48443175.220473275,648634.2718458826,2504928.125774711,199807.5315666295,-17496.84900879569,4321.1548406309075,3894.410972744394
2445826.5,1984-05-06,10,721.9,220917875.7158975,-50561934.43573627,-48241423.03445121,631110.648450325,2509149.9087268775,203694.22009314026,-17549.527980323663,4122.164099543961,3878.7470434591123
2445827.5,1984-05-07,10,721.9,221540203.22075522,-48050756.699138135,-48035792.13267308,613536.2454987394,2513172.2379264534,207564.82264971483,-17598.402114137465,3922.2675692937055,3862.2404605095594
2445828.5,1984-05-08,10,721.9,222144932.52222446,-45535656.721514724,-47826299.0211062,595914.8799644489,2516994.2567040897,211418.50061452965,-17643.44780279646,3721.563657234801,3844.89943880011
2445829.5,1984-05-09,10,721.9,222732018.57549933,-43016835.200505696,-47612961.04011167,578250.3907668483,2520615.207141092,215254.42394183253,-17684.644767942173,3520.1514309498066,3826.7329133886087
2445830.5,1984-05-10,10,721.9,223301420.18427488,-40494493.54204143,-47395796.35551031,560546.6354290725,2524034.430661556,219071.77187582524,-17721.976085539234,3318.1304818381577,3807.7505266722205
2445831.5,1984-05-11,10,721.9,223853100.0176702,-37968833.76076116,-47174823.94894131,542807.4867137314,2527251.368487634,222869.73365104137,-17755.428204486936,3115.6007878531987,3787.962614199039
2445832.5,1984-05-12,10,721.9,224387024.62377912,-35440058.38004455,-46950063.60752787,525036.8292433651,2530265.561957265,226647.5091778652,-17784.990958564063,2912.6625757582124,3767.3801891462545
2445833.5,1984-05-13,10,721.9,224903164.43983638,-32908370.33179452,-46721535.91286522,507238.55611229275,2533076.6527040643,230404.3097118804,-17810.657571692536,2709.4161832729988,3746.0149255101464
2445834.5,1984-05-14,10,721.9,225401493.79899445,-30373972.856108975,-46489262.22934804,489416.56549653516,2535684.3826994654,234139.3585057847,-17832.42465652925,2505.961921481673,3723.8791400575833
2445835.5,1984-05-15,10,721.9,225881990.9337117,-27837069.400979195,-46253264.69185503,471574.75726846815,2538088.594157541,237851.89144265855,-17850.2922064187,2302.3999378697436,3700.9857730928093
2445836.5,1984-05-16,10,721.9,226344637.97576064,-25297863.522151697,-46013566.19281012,453717.0296228206,2540289.229303328,241541.1576494316,-17864.263580761733,2098.830080354301,3677.3483680970908
2445837.5,1984-05-17,10,721.9,226789420.9528703,-22756558.783289548,-45770190.36864057,435847.27572056407,2542286.3300058222,245206.42008945017,-17874.34548387888,1895.3517626653804,3652.981050302447
2445838.5,1984-05-18,10,721.9,227216329.7820245,-20213358.656567734,-45523161.58565334,417969.38035715115,2544080.037277176,248846.9561331114,-17880.5479374683,1692.0638314291991,3627.898504263857
2445839.5,1984-05-19,10,721.9,227625358.25944278,-17668466.423835464,-45272504.92535224,400087.21666144923,2545670.590639964,252462.05810559637,-17882.884246780257,1489.0644352952277,3602.11595049741
2445840.5,1984-05-20,10,721.9,228016504.04727846,-15122085.07847627,-45018246.16921913,382204.6428315835,2547058.3273647386,256051.03381080262,-17881.3709606506,1286.450896438712,3575.649121254368
2445841.5,1984-05-21,10,721.9,228389768.6570735,-12574417.228094356,-44760411.78298351,364325.4989137512,2548243.681580398,259613.2070306481,-17876.027825555604,1084.31958475874,3548.514235503535
2445842.5,1984-05-22,10,721.9,228745157.43001604,-10025664.998152997,-44499028.90040536,346453.6036298967,2549227.183260233,263147.9179989918,-17866.87773386936,882.7657950790606,3520.7279731961166
2445843.5,1984-05-23,10,721.9,229082679.51405254,-7476029.936687766,-44234125.30659708,328592.7512599466,2550009.457086789,266654.5238494911,-17853.94666652333,681.8836276448162,3492.3074488890657
2445844.5,1984-05-24,10,721.9,229402347.83791155,-4925712.920214053,-43965729.420910835,310746.70858409686,2550591.2211989877,270132.3990367933,-17837.263630283636,481.76587219320794,3463.270184803926
2445845.5,1984-05-25,10,721.9,229704179.08210224,-2374914.0609448156,-43693870.27941832,292919.211890419,2550973.2858252134,273580.935730535,-17816.86058987798,282.50389586001023,3433.6340833992485
